"name","label"
"cmdb_ci_cisco_apic","Cisco Apic"
"sys_user_session","User Session"
"sys_app_application","Application Menu"
"cmdb_ci_endpoint_iifp","IIFP Endpoint"
"cmdb_ci_ucs_equipment","Cisco UCS Equipment"
"interaction_context","Interaction Context"
"sys_ire_pattern","IRE Stats"
"wf_command","Workflow Queued Command"
"sys_hub_flow_stage","Flow Stages"
"question","Question"
"hash_message_verification","Hash Message Verification"
"ts_c_2_5","Text Index for core_country"
"cxs_table_fltr_config","Filter Configuration"
"sys_replication_queue0","Replicated Operation"
"sys_pattern","Slow Pattern"
"cmdb_ci_app_server_wl_module","WeblogicModule"
"sys_rte_eb_upper_case_operation","Robust Transform Engine Entity Upper Case Operation"
"sys_rte_eb_to_date_operation","Robust Transform Engine Entity Convert to Date Operation"
"sys_flow_context","Flow engine context"
"sys_flow_cat_variable_model","Flow catalog variable model"
"sys_hub_flow_logic","Flow Logic Instance"
"ecc_queue_config","Configuration"
"cmdb_ci_web_server","Web Server"
"sqanda_comment","Comment"
"cmdb_ci_endpoint_tibco_bw_proc","Tibco BW process"
"sys_ui_mobile_app_shortcut_item","Mobile App Shortcut Item"
"sys_transaction_pattern","Slow Transactions"
"vmware_credentials","Vmware Credentials"
"ua_upload_log","Usage Analytics Upload Log"
"ts_c_19_7","Text Index for sys_user_group"
"sys_search_source_event","Search Event per source"
"fx_currency","Currency"
"automation_pipeline_transformer_key_mapper","Pipeline Transformer: Key Mapper"
"sn_bm_client_configuration","Customer Configuration"
"cmdb_ci_tape_server","Server Tape Unit"
"sc_cat_item_company_mtom","Available for Companies"
"svc_environment","Service Environment"
"sys_wizard_choice","Wizard Choices"
"sys_ux_page_property","UX Page Property"
"sp_filtered_message","Filtered Message"
"cmdb_ci_docker_container","Docker Container"
"alm_asset_ci_state_mapping","Asset CI Install Status Mapping"
"cmdb_ci_appl_citrix_xenapp","Citrix XenAPP or Presentation Server"
"cmdb_ci_appl_tibco_matrix","ActiveMatrix Business Works"
"expert_script_client","Wizard Client Script"
"ts_c_1_9","Text Index for cmdb_ci_outage"
"jrobin_shard_location","JRobin Shard Fragments"
"ts_c_7_0","Text Index for sla"
"sys_sg_item_parameter","Item Parameter"
"ts_c_17_9","Text Index for sqanda_comment"
"sys_report_map_source","Map Source"
"cmdb_ci_endpoint_oracle_db_schema","Oracle DB schema inclusion"
"sc_ic_question","Question"
"sys_flow_catalog_trigger","Catalog Trigger"
"sys_hub_flow_base","Flow Base"
"cmn_notif_service_provider","Notification Service Provider"
"cmdb_ci_exchange_edge_transport_server","Exchange Edge Transport Server"
"label_user_m2m","User Tag"
"mtg_runtime_state","Meeting Runtime State"
"cmdb_ci_appl_ibm_wmb_listener","IBM WMB Http Listener"
"std_change_proposal","Standard Change Proposal"
"ts_c_2_4","Text Index for core_country"
"cmdb_ci_unix_cluster","UNIX Cluster"
"sys_rte_eb_concat_operation","Robust Transform Engine Entity Concatenation Operation"
"v_alternate_rotation","Alternate Rotation Schedule"
"wf_log0002","Workflow Log Entry"
"syslog_email0002","Email Log Entry"
"cmdb_ci_cloud_ip_address","Cloud IP Address"
"map_preferences","Map Preference"
"bsm_graph","BSM Saved Map"
"cmdb_ci_endpoint_storf","XenApp or Presentation Server"
"cmdb_ci_appl_sendmail","Sendmail"
"appsec_domain_result_set","Domain Monitoring"
"expert_panel_catalog_checkout","Catalog Checkout Panel"
"ua_tablestats_override","Tablestats Overide"
"sa_m2m_service_entry_point","Entry Point"
"catalog_dl_definition","Catalog Data Lookup Definitions"
"execution_plan_local","Task Sequencing"
"sys_notification_execution_log0001","Sys Notification Execution Log"
"business_calendar_span_name","Business Calendar Entry Name"
"discovery_log0005","Discovery Log"
"syslog_app_scope0005","App Log Entry"
"sys_rollback_log0005","Rollback Log"
"fx_price_test","Price Test"
"cmdb_ci_router","Router"
"sys_client_extension_point","Client Extension Point"
"sys_package_dependency_item","Package dependency item"
"sc_category_location_mtom","Available at Locations"
"sys_script_ajax","AJAX Script"
"sys_script_include","Script Include"
"sys_atf_modified_record_m2m","Modified Record"
"ts_c_22_9","Text Index for kb_social_qa_comment"
"alm_hardware","Hardware"
"asmt_metric_type_group","Assessment Metric Type Group"
"asmt_nps_template","Assessment NPS Template"
"cmdb_ci_dir_policy_server","Policy Server"
"cmdb_ci_lvm_pool_member","LVM Pool Member"
"discovery_range_item","Discovery IP Range"
"expert_variable","Wizard Variable"
"sys_attachment_icon_rule","Attachment Icon Rule"
"ts_chain_summary","Chain Summary"
"cmdb_db_option","Database Option"
"ts_v4_18_4","Text Index for kb_knowledge"
"pc_product_cat_item","Product Catalog Item"
"sc_ic_question_type","Question Type"
"cmdb_ci_lb_cisco_gss","Cisco GSS"
"cmdb_ci_vm","Virtual Machine HyperVisor"
"ecc_agent_ext","MID Server Extension"
"agent_file","MID Server File"
"sys_replication_queue4","Replicated Operation"
"cmdb_ci_endpoint_ssis_job","SSIS job"
"ts_v4_18_df","Text Index Doc Freq for kb_knowledge"
"cmdb_ci_storage_container","Storage Container"
"sys_rollback_log0002","Rollback Log"
"cmdb_ci_appl_ora_jms_queue","Weblogic JMS Queue"
"cmdb_ci_model_entry","Model Entry"
"ngbsm_filter","Map Filter"
"ngbsm_script","Dependency Types"
"sys_ui_mobile_home_page_module","Mobile Home Page Module"
"content_block_static","Static Content"
"pdf_draft","Pdf Draft"
"appsec_hardening_configurations","Hardening Configuration"
"appsec_isc_event_configuration","ISC Event Configuration"
"live_message_like","Message Liked by"
"live_tag_follow","Live Tag Follow"
"live_message_tag","Live Message Tag"
"cmdb_convert_bulk_services","Bulk Convert Services"
"sys_sg_icon_section","Icon Section"
"cmdb_contract_model_lifecycle","Contract Model Lifecycle"
"cmdb_m2m_model_compatibility","Model Compatibility"
"cmn_schedule_page","Schedule Page"
"cmdb_ci_appl_vignette_server","Vignette Server"
"cmdb_ci_aws_datacenter","AWS Datacenter"
"cmdb_ci_endpoint_imap","IMAP Endpoint"
"sysauto_bm_script","Benchmark Scheduled Script"
"ts_c_10_4","Text Index for kb_social_qa_answer"
"sys_aw_crud_exclusions","New Button List Exclusion"
"v_table_editor","Edit Table"
"cmdb_ci_endpoint_inclusion_rabbitmq_queue","RabbitMQ Queue Endpoint"
"jwt_claim_validation","Jwt Claim Validation"
"sys_archive_log","Archive Log"
"sys_impex_map","Import Export Map"
"cmdb_ci_db_syb_instance","Sybase Instance"
"cmdb_ci_appl_doc_docbase","Documentum DocBase"
"sc_catalog","Catalog"
"pa_m2m_indicator_tags","Indicator Group"
"sys_sg_screen_field_button_instance_map","Screen fields button instances mapping"
"pc_hardware_cat_item","Hardware Catalog"
"cmdb_ci_db_db2_catalog","DB2 Catalog"
"sys_hub_flow_output","Flow Outputs"
"cmdb_ci_protection_template","Protection Template"
"sp_container","Container"
"cmn_notif_group","Notification Group"
"cmdb_inst_entity","CMDB Integration Studio Entity"
"cmdb_ci_internet_gateway","Internet Gateway"
"syslog_transaction0005","Transaction Log Entry"
"label_group_m2m","Group Seeing Tag"
"cmdb_ci_comm","Communication Device"
"cxs_table_email_config","Email Configuration"
"sys_replication_queue2","Replicated Operation"
"sys_dictionary","Dictionary Entry"
"licensable_app","Subscription Application"
"sys_soap_message_test","SOAP Message Test"
"cmdb_ci_cloud_load_balancer","Cloud Load Balancer"
"cmdb_import_set_run","CMDB Transform History"
"sys_ui_help","System Help"
"cmdb_ci_appl_tuxedo_portal","Tuxedo Portal"
"sc_cat_item","Catalog Item"
"pa_buckets","Bucket"
"ua_blocking","Platform Analytics Collection Blocking"
"cmdb_model_lifecycle","Model Lifecycle"
"sys_email_account","Email Account"
"sc_cat_item_delivery_plan","Execution Plan"
"outbound_request_usage_metrics","Outbound Request Usage Metrics"
"sys_notification_execution_log0005","Sys Notification Execution Log"
"cmdb_ci_appl_ora_http","Oracle HTTP Server"
"sys_notification_execution0002","Notification Execution"
"alm_asset_ci_field_mapping","Asset CI Field Mapping"
"import_log0006","Import Log"
"sn_bm_client_company_history","Company History"
"sn_bm_client_document","BM Document"
"sys_execution_tracker","Execution Tracker"
"sys_embedded_help_queue","Embedded Help Queue"
"sys_ux_lib_component","UX Component Definition"
"cmdb_ci_vm_object","Virtual Machine Object"
"cmdb_health_metric_status","CMDB Health Metric Status"
"atf_input_variable","Input Variables"
"sys_aw_list","Workspace List"
"v_ws_editor","Edit Web Service"
"sp_documentation","Service Portal Documentation"
"asmt_m2m_ycategory_matrix","Assessment Y Category Matrix"
"pa_content_pack","Solution"
"ecc_agent_thread","MID Server Thread"
"ecc_agent","MID Server"
"service_reg_query","Service Registry Query"
"checklist_item","Checklist Item"
"cmdb_ci_ups_alarm","UPS Alarm"
"pa_targets","Target"
"ts_c_7_6","Text Index for sla"
"sys_update_set_log","Update Set Log"
"ts_c_11_3","Text Index for task"
"ts_c_16_0","Text Index for sys_metadata"
"scan_log0006","Scan Log Entry"
"ts_v4_21_7","Text Index for sc_cat_item"
"cmdb_recommended_fields","CMDB Recommended Field"
"sys_atf_snapshot","Snapshot"
"m2m_sp_widget_dependency","Widget Dependency"
"sp_log","Service Portal Log Entry"
"notification_condition","Notification Condition"
"cmdb_ci_aws_account","AWS Account"
"cab_runtime_state","CAB Meeting Runtime State"
"cmdb_ire_incomplete_payloads","CMDB Ire Incomplete Payloads"
"cmdb_ci_lb_f5_gtm","F5 BigIP GTM"
"chg_policy_applied","Applied Change Policy"
"ts_c_8_6","Text Index for std_change_producer_version"
"sys_storage_table_alias","Storage Table Alias"
"ticket","Ticket"
"on_call_user_contact_preference","On-Call User Contact Preference"
"sys_security_type","Type"
"sys_security_acl","Access Control"
"sys_flow_runtime_value","Flow Runtime Values"
"discovery_log0001","Discovery Log"
"sys_atf_parameter_set","Test Run Data Set"
"cmdb_ci_appl_biztalk","BizTalk"
"syslog_app_scope0003","App Log Entry"
"clone_log0002","Clone Log"
"cmdb_health_scorecard_service","CMDB Service Health Scorecard"
"bsm_action","BSM Map Actions"
"map_view_ci_type","Map View Configuration Types"
"pwd_identification_type","Password Reset Identification Type"
"scan_result","Scan Result"
"expert_panel_catalog_order","Catalog Order"
"svc_container","Service Container"
"ua_ct_usage","Usage Data for Custom Table"
"sla_repair_log_entry","SLA Repair Log Entry"
"cmdb_model_unit","Unit"
"cmn_timeline_page_style","Timeline Page Span Style"
"alm_hardware_state_mapping","Asset CI Hardware State Mapping"
"wf_log0005","Workflow Log Entry"
"syslog_email0005","Email Log Entry"
"sn_devstudio_navigation_module","Studio Navigation Module"
"ts_c_1_4","Text Index for cmdb_ci_outage"
"cmdb_ci_lb_interface","Load Balancer Interface"
"cmdb_m2m_model_substitute","Model Substitution"
"sys_sg_details_screen","Details screen"
"cmdb_ci_ec2_instance","EC2 Virtual Machine Instance"
"cmdb_ci_vcenter_vm_group","VMware vCenter VM Group"
"v_ws_field_creator","Add Field"
"cmdb_ci_kvm_vm_instance","KVM Virtual Machine Instance"
"pa_content_metadata","Solution Metadata"
"cmdb_ci_db_mssql_server","MS SQL Server"
"oauth_oidc_external_token","OIDC External Token"
"kb_knowledge","Knowledge"
"sc_category_company_mtom","Available for Companies"
"ts_c_7_5","Text Index for sla"
"sys_remote_update_set","Retrieved Update Set"
"ts_v4_13_2","Text Index for kb_social_qa_question"
"sys_sg_item_stream_m2m_master_item","Item Stream M2M Master Item"
"ts_index_stats","Ts Index Stats"
"sys_number_counter","Number Counter"
"sysrule","Rule"
"ts_v4_21_doc","Document Meta for ts_v4_21_"
"sys_hub_trigger_category","Trigger Flow Category"
"sys_flow_record_trigger","Record Trigger"
"sys_flow_email_trigger","Email Trigger"
"sp_vlist_action","List Action"
"cmdb_ci_endpoint_mapi","MAPI Endpoint"
"sys_email_digest_part","Email Digest Part"
"cmdb_health_result_rel_all","CMDB Relationship All Rules Health Results"
"predictive_optimizer_log","Predictive Optimizer Log"
"sn_bm_common_size_bucket","Customer Size Bucket"
"automation_status_set","Automation Status Set"
"service_reg_query_slp_service_type","Service Type"
"sc_req_item","Requested Item"
"cxs_search_res_config_prop","Search Resource Property"
"sys_replication_queue6","Replicated Operation"
"ts_v4_14_9","Text Index for sys_user"
"task_ci","CIs Affected"
"sys_flow_action_data","Flow action data"
"cmdb_ci_endpoint_oracle_db","Oracle DB Endpoint"
"sys_soap_message_function","SOAP Message Function"
"unlicensed_plugin","Unsubscribed Plugins"
"pwd_cred_store_type","Password Reset Credential Store Types"
"sys_outbound_http_log0003","Outbound HTTP Log"
"sys_store_app","Store Application"
"scan_check_attributes","Check Attributes"
"discovery_help_link","Discovery Help Link"
"cmdb_ci_customer_gateway","Customer Gateway"
"ssh_credentials","Ssh Credentials"
"live_group_member","Live Group Member"
"pa_job_indicators","Job Indicator"
"pa_text_phrases","Text Index Phrases"
"cmdb_ci_business_capability","Business Capability"
"ua_extra_page","Extra pages to track usage of"
"svc_changes","Service Changes"
"sys_ui_form","Form"
"cmdb_ci_vcenter_folder","VMware vCenter Folder"
"sys_notification_execution_log0004","Sys Notification Execution Log"
"sys_tokenize_adapter_rule","Tokenize Adapter Rule"
"discovery_log0006","Discovery Log"
"proposed_change_verification_log0006","Proposed Change Verification Log"
"sysevent0004","Event"
"automation_pipeline_parser_key_value","Pipeline Parser: Key/Value"
"discovery_port_probe","Discovery Port Probe"
"sys_sg_list_screen","List screen"
"ts_c_15_0","Text Index for sqanda_answer"
"cmdb_ci_app_server_jboss","JBoss"
"sys_transform_composition","Transform Definition Composition"
"v_db_trigger","Database Trigger"
"sys_archive","Archive Rule"
"scheduled_data_import","Scheduled Data Import"
"cmdb_ci_db_db2_instance","DB2 Instance"
"sysauto_pa","Scheduled Data Collection"
"pa_manual_breakdowns","Manual Breakdown"
"ts_c_5_0","Text Index for cmn_location"
"chg_soc_style_rule","Style Rule"
"chg_soc_definition_core","Change Schedule Definition Core"
"cmdb_ire_incomplete_payloads0003","CMDB IRE Incomplete Payloads"
"sys_sg_chart_screen","Chart screen"
"sysrule_quota","Transaction Quota Rule"
"sys_rte_eb_operation","Robust Transform Engine Entity Operation"
"cmdb_class_user_preference","CMDB Class User Preference"
"m2m_map_marker_marker_icon","Map Marker Icons"
"cmdb_ci_app_server_ora_ess","Oracle Essbase Server"
"sla_repair_log_entry0006","SLA Repair Log Entry"
"cmdb_ci_dir_site_minder_server","Site Minder"
"sys_ui_hp_reference","Interactive Filter Reference"
"sys_concurrent_import_set","Concurrent Import Set"
"cxs_search_resource","Available Search Resource"
"cmdb_ci_beacon_tower_eq","Tower Beacon"
"cmdb_ci_isam_server","ISAM Server"
"cmdb_ci_hyper_v_server","Hyper-V Server"
"sys_aw_form_header_secondary_values","Secondary Values"
"ws_security_username_profile_outbound","WS-Security Username Profiles (Outbound)"
"cmdb_ci_oslv_container","Operating-system-level Virtualization Container"
"syslog_email0003","Email Log Entry"
"announcement","Announcement"
"sys_app_quota","Application Quota"
"cmdb_ci_win_cluster_resource","Windows Cluster Resource"
"cmdb_ci_appl_ora_ebs","Oracle ESB"
"sys_breakpoint","JS Breakpoints"
"ts_c_3_4","Text Index for kb_feedback"
"sys_document_viewer_status","Document View Status"
"svc_security_cfg_environment","Security Membership For Service Environment"
"ts_c_9_8","Text Index for sc_ic_category_request"
"usageanalytics_count","UsageAnalytics Counts for Tables"
"cmdb_health_orphan_rule","CMDB Health Orphan Rule"
"sys_ui_action","UI Action"
"sys_sg_applet_launcher_m2m_section","Applet Launcher Sections"
"sys_sg_settings_tab","Settings Tab"
"cmdb_ci_storage_port","Storage Port"
"cmdb_rel_type_rule_definitions","CI Relationship Type Rule Definition"
"sys_flow_step_definition","Action Step Definition"
"sys_flow_step_definition_input","Action Step Definition Input"
"sn_bm_common_industry","Customer Industry"
"sys_push_notification","Push Notification"
"cmdb_ci_cloud_public_ipaddress","Cloud Public IP Address"
"cmdb_lb_service_vlan","Load Balancer Service VLAN"
"cmdb_ci_appl_sap_bo_scheduler","SAP BO BOXIScheduleRouter"
"user_criteria","User Criteria"
"sys_journal_field","Journal Entry"
"sys_ux_lib_component_attr","Component Attribute"
"cmdb_ci_san","Storage Area Network"
"cmdb_ci_endpoint_aq","Advanced Queue Endpoint"
"oauth_entity_profile","Oauth Entity Profile"
"cmdb_ci_environment","Environment"
"discovery_class_criteria","Classification Criteria"
"pa_job_indicator_breakdown_ex","Job Indicator Breakdown exclusions"
"ts_c_7_7","Text Index for sla"
"cmdb_ci_hpux_server","HPUX Server"
"sys_event_processor","Event Processor"
"cmdb_ci_building_facility","Buildings"
"cmn_map_filter_item","Map Page Filter Item"
"wf_workflow_binding","Workflow Binding"
"wf_workflow_timing","Workflow Timing"
"sys_hub_step_ext_output","Extended Step Output Variable"
"notification_filter","Notification Filter"
"cmdb_baseline","CMDB Baseline"
"sys_api_stats_requestor_monthly","API Transactions Requestor Monthly Stats"
"cmdb_health_processor_status","CMDB Health Processor Status"
"cmdb_ci_installed_bundles","Installed Bundles"
"bsm_map_filter","Bsm Map Filter"
"sys_ui_hp_date","Interactive Filter Date"
"sys_import_set_run","Transform History"
"std_change_template","Standard Change Template Value"
"pa_ext_elements","External  Element"
"clone","Database Clone"
"pa_diagnostic_log0007","Diagnostic Log"
"sys_ui_macro","Macro"
"sys_ui_annotation_type","Form Annotation Type"
"sys_rest_message_fn_headers","HTTP Headers"
"cmdb_ci_tomcat_connector","Tomcat Connector"
"cmdb_ci_pdu","PDU"
"announcement_consumer_type","Announcement Consumer Type"
"cmdb_ci_route","Route"
"cmdb_environment_to_ci","Environment to CI"
"cmdb_ci_drs_vm_config","DRS VM Config"
"content_block_iframe","IFrames"
"discovery_classy_windows","Windows Classification"
"mid_server_auto_config_queue","MID Server Auto Configuration Queue"
"pa_indicators","Indicator"
"ts_c_9_7","Text Index for sc_ic_category_request"
"sys_collection","Sys Collection"
"svc_recomputation_log","Service Recomputation Performance Log"
"sa_context_menu","Menu Action"
"cmdb_application_model_lifecycle","Application Model Lifecycle"
"cert_follow_on_task","Follow On Task"
"ts_c_20_3","Text Index for core_company"
"sys_atf_step_env","Test Step Environment"
"sys_record_transformer_debug_trigger","Record Transformer Debug Trigger"
"sys_script_adapter_rule","Script Adapter Rule"
"cmdb_ci_endpoint_sap_bo_srv","SAP BO Servers Endpoint"
"v_cluster_transaction","Active Cluster Transactions"
"cmdb_ci_app_server_weblogic","Weblogic"
"cmdb_running_process","Running Process"
"sys_attachment","Attachment"
"sys_translated","Translated Name / Field"
"sys_trend_jobs","Trend Jobs"
"cmdb_ci_appl_delivery_controler","Delivery Controler"
"ts_c_15_3","Text Index for sqanda_answer"
"sc_ic_category_request","Item Designer Category Request"
"sys_atf_transaction_mtom","Step Result Transaction"
"sys_atf_agent","Test Runner"
"statemgmt_ci_actions","CI Actions"
"sys_whitelist_package","Permitted Package Call"
"azure_alert_rule","Azure Alert Rule"
"automation_pipeline","Command Pipeline"
"cmdb_ci_appl_rabbitmq_cluster","RabbitMQ Cluster"
"ts_c_2_0","Text Index for core_country"
"sc_layout_column_mtom","Layout Column"
"syslog_client_trans_det","Client Transaction Detailed Log Entry"
"cmdb_ire_incomplete_payloads0005","CMDB IRE Incomplete Payloads"
"sys_sg_ui_policy_rule","UI Policy Rule"
"sys_sg_embedded_screen_map","Embedded screen parameter mapping"
"sys_rte_eb_multi_in_script_operation","Robust Transform Engine Entity Multiple Input Script Operation"
"sys_rte_pattern","RTE Stats"
"sys_resolutionshaper_config","Resolution Shaper Config"
"sys_atf_ui_component","ATF UI Component"
"sys_hub_category","Action Category"
"sys_search_suggestion_blacklist","Search Suggestion Blacklist"
"sys_query_pattern","Slow Queries"
"sys_import_set_row_error","Import Set Row Error"
"sys_concurrent_import_set_job","Concurrent Import Set Job"
"sys_transform_entry","Field Map"
"ecc_encryption_key","ECC Encryption Key"
"pa_m2m_indicator_notifications","Notification Indicator"
"ast_license_generic","Generic Software License"
"sys_rest_message_fn_test","Test Runs"
"svc_recomputation_log0005","Service Recomputation Performance Log"
"sys_notification_category","Notification Category"
"announcement_style","Announcement Style"
"m2m_dismissed_announcement","Dismissed Announcements"
"cmdb_ci_endpoint_ssas","SSAS Endpoint"
"cmdb_ci_ups_bypass","UPS Bypass"
"ua_count_cfg_stats","UA Count Configuration Stats"
"sys_ui_list_control_embedded","Embedded List Control"
"cmdb_model","Product Model"
"sys_state_transition","State Transition"
"cmdb_ci_iplanet_web_server","Iplanet Web Server"
"cmn_other_schedule","Other Schedule"
"cmdb_ci_ftp_server","FTP Server"
"alm_template_subtask","Template Subtask"
"syslog_email0006","Email Log Entry"
"cmdb_health_metric","CMDB Health Metric"
"reclassification_task","Reclassification Task"
"cmdb_ci_unix_cluster_resource","UNIX Cluster Resource"
"ts_c_1_5","Text Index for cmdb_ci_outage"
"sys_translated_text","Translated Text"
"cmdb_ci_datastore","Datastore"
"sc_ic_req_item_aprvl_defn","Approval Definition (Requested Item)"
"sys_complex_object","Complex Object"
"sla_repair_log_entry0002","SLA Repair Log Entry"
"cmdb_ci_cloud_subnet","Cloud Subnet"
"cmdb_ci_net_app_server","Network Appliance Hardware"
"sys_rollback_schema_change","Recorded Schema Change"
"m2m_sp_portal_knowledge_base","Portal Knowledge Base"
"cmdb_ci_appl_glassfish_war","GlassFish WAR"
"cmdb_health_source_precedence","CMDB Health Source Precedence"
"ecc_agent_router","MID Server Router"
"ecc_agent_capability","MID Server Capability"
"vtb_board_label","Vtb Board Label"
"problem_task","Problem Task"
"sys_process_flow","Flow Formatter"
"chg_soc_def_child_style_rule","Style Rule"
"cmdb_ire_incomplete_payloads0004","CMDB IRE Incomplete Payloads"
"sysevent_email_style","Stationery"
"cmdb_ci_network_host","Network Hostname"
"cmn_map_filter","Map Page Filter"
"cmn_map_coordinate_definition","Map Coordinate Definition"
"pa_job_log_rows0000","Job Log Row"
"sys_hub_flow_logic_input","Logic Input"
"cmdb_ci_net_traffic","Network Traffic"
"statemgmt_ops_state_pri","Operational State Priority"
"bsm_map_icon","Bsm Map Icon"
"sys_ui_bookmark_group","Bookmark Group"
"cmdb_ci_app_server_webseal","Webseal"
"cmdb_ci_db_mysql_clusternode","MySQLClusterDataNode"
"pa_dimensions_acl","Elements Security List"
"dl_definition_rel_match","Matcher Field Definitions"
"sys_ui_annotation","Form Annotation"
"cmdb_ci_veritas_disk_group","Veritas Disk Group"
"goal","Goal"
"live_link","Live URL Link"
"sys_audit","Sys Audit"
"sa_hash","Hash"
"sys_ui_formatter","UI Formatter"
"sys_ui_list_control","List Control"
"sys_sg_chart","Chart"
"sys_atf_variable","Test Variable"
"sys_notification_execution_log0007","Sys Notification Execution Log"
"ts_c_22_3","Text Index for kb_social_qa_comment"
"cmdb_ci_appl_now_app_comp","ServiceNow Application Component"
"sys_export_set_log0006","Export Log"
"sys_rollback_log0006","Rollback Log"
"clone_log0007","Clone Log"
"sys_amb_message0001","AMB Message"
"ts_c_1_6","Text Index for cmdb_ci_outage"
"cmdb_ci_appl_groundwork","Groundwork"
"sys_ux_lib_source_script","UX Source Code"
"sys_uib_toolbox_component","Builder Component"
"cmdb_rel_rollup","CI Relationship Rollup"
"samp_oracle_options","Oracle Options"
"asmt_metric_category","Metric Category"
"sys_ui_related_list_relationship_entry","Related List Relationship Entry"
"csm_field_map","Csm Field Map"
"probe_credential_class","Probe to Credential Classification"
"reconcile_duplicate_task","Reconcile Duplicate Task"
"chg_soc_definition","Change Schedule Definition"
"ts_c_7_8","Text Index for sla"
"cmdb_ci_endpoint_ldap_db","LDAP DB EP"
"sys_rte_eb_field","Robust Transform Engine Entity Field"
"cmn_rota_resp_cache","Shift Response Cache"
"sys_geocoding_aggregation","Geocoding Aggregation"
"pa_widget_indicators","Widget Indicator"
"cmdb_ci_email_server_jes","JES"
"cmdb_ci_sa_server_array","Virtual Server Array"
"sc_cat_item_dt_ext_mtom","External Dependencies"
"diagrammer_action","Diagrammer Actions"
"sys_adapter_rule","Adapter Rule"
"sys_amb_channel_presence","AMB Channel Presence"
"cmdb_ci_endpoint_fastsearch","Fast Search Endpoint"
"sn_bm_client_recommendation_activity","Recommendation Activity"
"cmdb_ci_lb_alteon","Alteon"
"cmdb_secondary_volume","Secondary Volume"
"sc_category_user_no_mtom","Not Available for Users"
"ts_c_6_0","Text Index for live_message"
"cmdb_ci_service_group","Business Service Group"
"cmdb_service_product_model","Service Model"
"sys_data_policy_rule","Data Policy Rule"
"cmdb_ci_netapp_datacenter","Netapp Datacenter"
"cmdb_ci_vm_instance","Virtual Machine Instance"
"proposed_change_verification_log0007","Proposed Change Verification Log"
"cmdb_ci_unix_cluster_node","UNIX Cluster Node"
"asmt_m2m_xcategory_matrix","Assessment X Category Matrix"
"cmdb_ci_endpoint_oracle_ias","Oracle iAS Module INC"
"cmdb_ci_app_server_remedy","Remedy HSServer"
"live_poll_cast","Live Poll Cast"
"discovery_probes_snmp","SNMP Probe"
"discovery_probe_parameter","Probe parameter"
"sys_update_preview_xml","Update Set Preview"
"cmdb_rel_type_suggest","Suggested Relationship"
"svc_extension_definition","Deployment Extension Definition"
"cmdb_qb_table_mapping","Query Builder Result Table"
"sys_sg_item_stream","Item Stream"
"cmdb_ci_endpoint_mapi_hub","MAPI-HUB Endpoint"
"ts_index_name","Text Index"
"cmdb_ci_endpoint_mq_mem","MQ Cross-memory Endpoint"
"cmdb_identifier_entry","Identifier Entry"
"ts_c_23_6","Text Index for sqanda_question"
"sys_email_client_configuration","Email Client Configuration"
"sc_catalog_view_mtom","Catalog Portal Page"
"sc_category","Category"
"syslog_cancellation","Transaction Cancellation Log Entry"
"syslog_client_trans_det0003","Client Transaction Detailed Log Entry"
"sa_service_group_member","Business Service Group Members"
"cmdb_ire_incomplete_payloads0006","CMDB IRE Incomplete Payloads"
"sys_user_token","User Token"
"cmdb_properties","CMDB Properties"
"sys_holiday","Holiday"
"ts_c_16_5","Text Index for sys_metadata"
"m2m_map_filter_to_filter_item","Map Filter Items"
"change_phase","Change Phase"
"m2m_sp_portal_search_source","Search Source"
"sqanda_answer","Answer"
"cmdb_ci_san_endpoint","SAN Endpoint"
"cmdb_ci_microsoft_iis_web_server","Microsoft iis Web Server"
"cmdb_ci_personal_printer","Personal Printer"
"cmdb_ci_vpc","Virtual Private Cloud"
"cxs_search_result_fields","Search Result Display Configuration"
"cmdb_ci_qualifier_entrypoint","Entrypoint Marker"
"ast_license_package_instance","Software License Instance"
"ast_contract_instance","Lease Instance"
"sys_flow_report","Flow engine context report"
"cmdb_ci_app_server_ws_ear","Websphere EAR"
"cmdb_ci_lpar","Logical Partition"
"discovery_probes_wmi_field","WMI Field"
"sys_db_cache","Cache Entry"
"sys_extension_instance","Extension Instance"
"sys_sg_badge_count","Badge Count"
"diagnostic_rule","Diagnostic Rule"
"sys_atf_modified_record","Modified Record"
"sysauto","Scheduled Job"
"sys_amb_message0002","AMB Message"
"sys_amb_message0004","AMB Message"
"pa_filters","Elements Filter"
"cmdb_ci_osx_server","OS/X Server"
"cmdb_ci_san_export","SAN Export"
"sys_update_collision_xml","Update Set Collisions"
"sys_update_preview_problem","Update Set Preview Problem"
"sys_poll","Job Polling"
"ts_c_attachment","Ts C Attachment"
"scan_log0001","Scan Log Entry"
"sys_report_range","Range"
"sys_flow_rest_trigger","REST Trigger"
"interaction_log","Interaction Log"
"cmdb_ci_db_instance","Database Instance"
"task_action_workflow","Task Action Workflow"
"syslog_cancellation0004","Transaction Cancellation Log Entry"
"cmdb_ci_server","Server"
"cmdb_ci_directory_server","Directory Server"
"license_has_entitlement","Entitlement"
"sys_metadata_delete_related","Deleted File Related"
"ecc_agent_cluster","MID Server Cluster"
"sys_repo_branch","Source Control Branch"
"syslog_email","Email Log Entry"
"cmn_department","Department"
"sys_user_group_type","Group Type"
"sys_rte_eb_extract_numeric_operation","Robust Transform Engine Extract Numeric Operation"
